Name of Monitoring Station,Year,Sampling Month,pH,BOD (mg/L),COD (mg/L),Total Dissolved Solids,Total Coliform (MPN/100),Latitude,Longitude
"Shettihalli Lake, Mallasandra
Gudde Lake Bengaluru",2023,December,6.6,14.0,127.0,426.0,35000.0,13.15858,77.333814
"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",2023,December,7.1,4.0,43.0,720.0,16000.0,13.17684,77.32083
"Munekolalu Lake ,Marathahalli,
East Taluka ,Bengaluru",2023,December,8.4,8.0,92.0,366.0,35000.0,13.010218,77.406366
"Mahadevpuraã¢   Lake,
K. R. Puram ,Bangalore East Taluka",2023,December,8.2,10.0,120.0,400.0,54000.0,13.186615,77.391624
"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",2023,December,7.1,12.0,128.0,592.0,54000.0,13.078702,77.573686
"Kannamangala Lake Hoskote Main Road , Bengalore",2023,December,7.6,6.0,52.0,1212.0,35000.0,13.02935241,77.77426959
"Kannur Lake Near By
Hennur Road Bengalore",2023,December,8.2,8.0,77.0,460.0,9200.0,13.009138,77.424445
"Basavanapura Lake Ayyappa
Nagr Main Road , K.R.Puram,Bengaluru",2023,December,7.2,7.0,60.0,316.0,5400.0,12.974262,77.550916
"Doddakallasandra Lake,Bengaluru",2023,December,7.1,7.0,72.0,276.0,35000.0,12.88228955,77.56127506
"Ulsoor Lake Near Kalyani,Bengaluru",2023,December,8.2,7.0,88.0,232.0,5400.0,12.98288947,77.62094479
"Byrasandra Upper Lake,Bengaluru",2023,December,6.7,17.0,128.0,362.0,24000.0,12.93065731,77.59565712
"Soulkere, Kaikondrahalli Vill,
Bengaluru",2023,December,6.6,14.0,120.0,556.0,54000.0,12.802572,77.518685
"Kudlu Doddakere,
Kudlu Vill,Bengaluru",2023,December,6.5,40.0,200.0,420.0,54000.0,12.874942,77.430672
"Kudlu Chikkakere, Bgp Layout
Kudlu Vill ,Bengaluru",2023,December,7.1,4.0,44.0,588.0,35000.0,13.112295,77.335693
"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",2023,December,7.0,7.0,72.0,280.0,92000.0,12.86550272,77.56632056
Ulsoor Lake Training Centre Of Fish Breeding,2023,October,8.2,5.0,64.0,232.0,54000.0,12.9825,77.6191
Ulsoor Lake Temple,2023,October,8.0,7.0,98.0,234.0,92000.0,12.9288,77.5794
"Ulsoor Lake Near Kalyani,Bengaluru",2023,October,8.2,7.0,96.0,234.0,54000.0,12.98288947,77.62094479
"Byrasandra Upper Lake,Bengaluru",2023,October,6.8,15.0,112.0,794.0,160000.0,12.93065731,77.59565712
Byrasandra Tank,2023,October,6.9,7.0,88.0,338.0,92000.0,13.0064,77.5755
Nelamangala Lake,2023,October,7.1,12.0,108.0,786.0,92000.0,13.08073442,77.40002615
Puttenahalli Lake,2023,October,7.5,6.0,56.0,338.0,16000.0,12.8985,77.5849
Puttenahalli Lake,2023,October,7.5,6.0,56.0,338.0,16000.0,12.89072263,77.5871604
Hebbal Lake,2023,October,7.6,4.0,40.0,282.0,24000.0,13.04697661,77.58600905
Allalasandra Lake,2023,October,6.6,20.0,152.0,400.0,54000.0,13.09078569,77.58580537
Yelahanka Tank,2023,October,7.5,4.0,40.0,274.0,5400.0,13.0901,77.5925
Jakkur Lake,2023,October,6.7,6.0,72.0,394.0,92000.0,13.08770697,77.61004718
Nagavara Lake,2023,October,6.9,4.0,40.0,444.0,16000.0,13.0449046,77.60895858
Chelekere Lake,2023,October,7.5,4.0,40.0,282.0,54000.0,13.02641201,77.6449817
Rachenahalli Lake,2023,October,7.6,5.0,40.0,346.0,9200.0,13.06365337,77.61270948
Kogilu Kere,2023,October,7.5,4.0,40.0,332.0,54000.0,13.11015107,77.61852742
Singapura Lake,2023,October,7.6,5.0,60.0,278.0,35000.0,13.08266187,77.53568704
Narasipura Lake,2023,October,7.4,4.0,40.0,340.0,24000.0,13.07260237,77.55884035
River Arkavathi At Tippagondanahalli Reservoir,2023,October,7.1,7.8,71.0,762.0,160000.0,12.966127,77.336189
Anekal Doddakere Tank,2023,October,7.9,6.0,52.0,752.0,9200.0,12.87466479,77.78340625
Jigani Tank,2023,October,7.2,6.0,56.0,668.0,9200.0,12.79585704,77.63284772
Chinnakurchi Kere,2023,October,8.1,7.0,76.0,822.0,24000.0,12.82129367,77.46615876
Sompura Lake,2023,October,7.0,17.0,120.0,318.0,35000.0,12.87447508,77.49860778
Benniganahalli Lake,2023,October,6.7,7.0,64.0,398.0,16000.0,12.99772381,77.66545556
Vengaiyyanakere( Kr Puram Lake ),2023,October,6.9,20.0,156.0,632.0,240000.0,13.01632597,77.6999225
Devasandra Lake,2023,October,6.5,8.0,72.0,256.0,5400.0,13.00543793,77.69382235
"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",2023,October,6.5,7.0,60.0,356.0,9200.0,12.988531,77.446402
Hoskere Lake,2023,October,7.1,18.0,160.0,490.0,35000.0,12.92672778,77.48054898
"Kannamangala Lake Hoskote Main Road , Bengalore",2023,October,7.9,4.0,52.0,834.0,5400.0,13.02935241,77.77426959
"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram , Bengaluru",2023,October,7.0,6.0,56.0,274.0,16000.0,13.132363,77.569807
Yelemallappa Shetty Lake,2023,October,7.2,12.0,104.0,682.0,16000.0,12.9714,77.6953
Bhattarahalli Lake,2023,October,8.0,4.0,44.0,516.0,5400.0,13.02479566,77.7086534
Malathahalli Lake,2023,October,7.9,6.0,56.0,724.0,54000.0,12.96467512,77.49507669
Ullalu Lake,2023,October,6.6,17.0,116.0,662.0,35000.0,12.9609124,77.4804805
Singasandra Lake,2023,October,7.5,13.0,125.0,586.0,24000.0,12.8872,77.6493
Lalbagh Tank,2023,October,8.6,8.0,76.0,274.0,24000.0,12.9069,77.6161
Gottigere Lake,2023,October,6.5,14.0,124.0,326.0,24000.0,12.8552,77.5878
Madiwala Tank,2023,October,6.9,14.0,128.0,384.0,92000.0,12.9734,77.3444
Kalena Agrahara Lake,2023,October,7.4,7.0,60.0,334.0,16000.0,12.8624,77.5956
Arakere Lake,2023,October,7.6,8.0,88.0,534.0,54000.0,12.8765,77.5991
Somasundrapalya Lake,2023,October,7.7,6.0,56.0,540.0,35000.0,12.89872064,77.64800365
Agaram Lake,2023,October,7.2,9.0,80.0,422.0,24000.0,12.921,77.641
Begur Tank,2023,October,7.7,9.0,84.0,538.0,92000.0,12.8814,77.6325
Kothanuru Lake,2023,October,6.8,12.0,116.0,380.0,54000.0,12.87403308,77.58000279
Kaikondanahalli Lake,2023,October,8.0,12.0,108.0,570.0,160000.0,12.91627,77.737065
Sarakki Lake,2023,October,7.5,4.0,48.0,496.0,16000.0,12.89941681,77.57913342
Yelachenahalli Lake,2023,October,8.5,4.0,40.0,182.0,5400.0,12.89926437,77.56547215
Yediyur Tank,2023,October,8.4,4.0,43.0,162.0,16000.0,12.9575,77.5645
Kempambudhi Tank,2023,October,7.9,22.0,160.0,252.0,35000.0,12.9507,77.5844
Kasavanahalli Lake,2023,October,8.0,5.0,60.0,492.0,24000.0,12.90544792,77.66897823
Haralur Lake,2023,October,8.4,8.0,92.0,538.0,35000.0,12.89829,77.66142
Basavanapura Lake,2023,October,6.5,5.0,64.0,372.0,92000.0,12.84453538,77.58927218
Kodi Singasandra Lake,2023,October,7.7,6.0,56.0,396.0,24000.0,12.88226483,77.6455833
Parappana Agrahara Lake,2023,October,8.2,6.0,72.0,540.0,35000.0,12.8879,77.6591
Mangamanapalya Lake(Swarana Kunte),2023,October,7.5,4.0,48.0,502.0,9200.0,12.90269634,7.639448243
Ibbalur Lake,2023,October,7.6,4.0,40.0,402.0,16000.0,12.922,77.666
Doddakannehalli Lake,2023,October,8.4,7.0,84.0,540.0,54000.0,12.91183624,77.6928301
Puttenahalli Lake,2023,October,7.0,5.0,52.0,302.0,35000.0,12.8985,77.5849
Puttenahalli Lake,2023,October,7.0,5.0,52.0,302.0,35000.0,12.89072263,77.5871604
Devarabeesanahalli Lake,2023,October,7.9,6.0,56.0,468.0,92000.0,12.9231047,77.68715487
"Soulkere, Kaikondrahalli Vill,Bengaluru",2023,October,7.8,5.0,48.0,442.0,24000.0,12.91856038,77.68025593
"Doddakallasandra Lake,Bengaluru",2023,October,7.4,4.0,40.0,388.0,5400.0,12.88228955,77.56127506
"Kudlu Chikkakere, Bgp Layout Kudlu Vill ,Bengaluru",2023,October,8.1,13.0,128.0,498.0,35000.0,12.89682592,77.6551178
"Kudlu Doddakere, Kudlu Vill,Bengaluru",2023,October,8.1,13.0,124.0,492.0,9200.0,12.88376503,77.66439049
"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",2023,October,6.9,6.0,60.0,360.0,5400.0,12.86550272,77.56632056
Bellandur Lake,2023,October,7.1,51.0,212.0,686.0,2400000.0,13.0189,77.4912
Shivapura Tank,2023,October,7.3,27.0,170.0,1630.0,92000.0,13.0456,77.4828
Karihobanahalli Lake,2023,October,7.1,17.0,153.0,1010.0,54000.0,13.0294,77.5147
Kalkere Tank,2023,October,6.7,15.0,139.0,604.0,35000.0,13.0435,77.5141
Rampura Lake,2023,October,7.3,77.0,320.0,1022.0,2400000.0,13.04831239,77.69012069
Doddanekkundi Lake,2023,October,6.7,4.0,45.0,266.0,9200.0,13.0062,77.6811
Kachohalli Lake,2023,October,6.8,8.0,78.0,348.0,16000.0,13.01365684,77.45596987
Machohalli Lake,2023,October,6.6,7.2,68.0,346.0,54000.0,13.01318643,77.4546073
Gangondanahalli Lake,2023,October,6.8,72.0,240.0,1018.0,35000.0,12.99954081,77.4646815
Anchepalya Lake,2023,October,7.0,62.0,208.0,882.0,9200.0,13.0012,77.4842
Doddabidarakallu Lake,2023,October,6.7,17.0,116.0,1492.0,24000.0,13.04339075,77.49562264
Dasarahalli Tank,2023,October,6.7,18.0,118.0,410.0,160000.0,13.0232,77.7288
Kammagondanahalli Lake,2023,October,7.8,18.0,120.0,378.0,540000.0,13.06872462,77.52323601
"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",2023,October,7.2,17.0,116.0,386.0,35000.0,12.958691,77.358724
Abbigere Lake,2023,October,7.0,8.0,77.0,574.0,9200.0,13.0791175,77.52872073
Chikkabanavara Lake,2023,October,6.8,8.0,72.0,544.0,16000.0,13.08356016,77.50682992
Hesaraghatta Lake,2023,October,7.5,5.0,44.0,354.0,54000.0,13.0415,77.6152
Alur Lake,2023,October,7.3,4.0,40.0,360.0,9200.0,13.09743325,77.45848496
Ramammana Kere,2023,October,7.3,5.0,44.0,354.0,16000.0,12.96089629,77.22799123
Gubbalal Lake,2023,October,6.5,4.0,40.0,260.0,54000.0,12.88094395,77.54067908
Nayandanahalli Tank,2023,October,7.9,6.0,52.0,594.0,35000.0,13.1162,77.5759
Subramanyapura Tank,2023,October,7.3,8.0,72.0,422.0,24000.0,12.89668663,77.54331633
Uttarahalli Doraikere,2023,October,7.3,15.0,120.0,218.0,240000.0,12.90305626,77.55084832
Hosakerehalli Lake,2023,October,7.6,6.0,56.0,476.0,160000.0,12.92636311,77.53384359
Devarakere Tank,2023,October,6.5,5.0,48.0,254.0,92000.0,12.89808367,77.5543472
Dhorekere Tank,2023,October,7.0,14.0,116.0,290.0,54000.0,12.93017436,77.494945
Rayasandra Lake,2023,October,7.0,24.0,157.0,878.0,54000.0,12.87037689,77.6779843
Kammasandra Lake,2023,October,7.0,67.0,223.0,1330.0,2400000.0,13.027361,77.474912
"Mugalur, Bengaluru",2023,October,7.2,16.0,108.0,802.0,3500000.0,12.919579,77.338619
Chandapura Lake,2023,October,7.3,10.0,92.0,810.0,92000.0,12.80573568,77.70537996
Sheelavanta-Whitefield Lake,2023,October,7.6,6.0,56.0,422.0,92000.0,12.96463102,77.74265937
Pattandur Agrahara Lake,2023,October,6.7,16.0,124.0,1058.0,35000.0,12.97655779,77.74570003
Nallurahalli Lake,2023,October,6.8,5.0,48.0,412.0,24000.0,12.97468741,77.7354134
"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",2023,October,6.7,7.0,88.0,1052.0,9200.0,13.118502,77.406184
Seetharampalya Lake,2023,October,7.4,4.0,40.0,334.0,160000.0,12.98248112,77.71330594
Sadaramangala Lake,2023,October,6.5,4.0,40.0,524.0,9200.0,12.99966199,77.72775764
Garudacharpalya Tank,2023,October,6.5,5.0,44.0,508.0,54000.0,12.99262062,77.69630153
Tubarahalli Tank,2023,October,7.2,6.0,72.0,388.0,92000.0,12.958187,77.725785
Madhure Tank,2023,October,6.5,10.0,91.0,240.0,54000.0,12.821146,77.379318
Kundalahalli Lake,2023,October,7.8,8.0,84.0,866.0,160000.0,12.96854049,77.72057586
Chinnappanahalli Lake,2023,October,7.7,5.0,48.0,416.0,24000.0,12.96611529,77.70675679
"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",2023,October,7.4,6.0,60.0,390.0,35000.0,13.016926,77.307203
"Mahadevpura  Lake, K. R. Puram , Bangalore East Taluka",2023,October,8.2,8.0,96.0,392.0,54000.0,13.025421,77.411364
Varthur Lake,2023,October,6.9,30.0,212.0,886.0,5400000.0,13.0287,77.6685
Veerapura Tank,2023,October,7.1,10.0,93.0,350.0,35000.0,12.91667,77.323389
Vibhuthipura Lake,2023,October,6.6,8.0,84.0,424.0,54000.0,12.9683535,77.67578051
Kannur Lake,2023,October,6.7,4.0,45.0,266.0,9200.0,12.813027,77.451591
Sankeytank,2023,October,7.7,4.0,44.0,386.0,1600.0,13.054749,77.319253
Andrahalli Lake,2023,October,6.7,39.0,200.0,816.0,350000.0,13.001839,77.593571
Herohalli Lake,2023,October,7.0,5.0,48.0,290.0,92000.0,13.043685,77.551256
Vishwaneedam Dam Lake,2023,October,6.8,4.0,44.0,324.0,16000.0,12.989077,77.538208
Kannahalli Lake,2023,October,7.0,9.0,88.0,956.0,9200.0,13.110821,77.302418
Ulsoor Lake Training Centre Of Fish Breeding,2023,September,7.6,7.0,60.0,258.0,92000.0,12.9825,77.6191
"Ulsoor Lake Near Kalyani,Bengaluru",2023,September,6.7,6.0,52.0,262.0,35000.0,12.98288947,77.62094479
"Byrasandra Upper Lake,Bengaluru",2023,September,6.5,6.0,56.0,290.0,160000.0,12.93065731,77.59565712
Byrasandra Tank,2023,September,6.5,6.0,56.0,316.0,92000.0,13.0064,77.5755
Ulsoor Lake Temple,2023,September,7.6,14.600100334448161,60.0,258.0,92000.0,12.9288,77.5794
Sarakki Lake,2023,September,7.1,7.0,60.0,510.0,160000.0,12.89941681,77.57913342
Yelachenahalli Lake,2023,September,6.8,8.0,92.0,262.0,54000.0,12.89926437,77.56547215
Yediyur Tank,2023,September,6.7,7.0,64.0,222.0,24000.0,12.9575,77.5645
Kempambudhi Tank,2023,September,6.5,9.0,84.0,348.0,16000.0,12.9507,77.5844
Lalbagh Tank,2023,September,6.8,10.0,88.0,368.0,35000.0,12.9069,77.6161
Nelamangala Lake,2023,September,7.2,86.0,404.0,908.0,16000.0,13.08073442,77.40002615
Chikkabanavara Lake,2023,September,7.2,9.0,100.0,1086.0,16000.0,13.08356016,77.50682992
Shivapura Tank,2023,September,6.8,30.0,196.0,1386.0,54000.0,13.0456,77.4828
Karihobanahalli Lake,2023,September,7.2,21.0,172.0,1300.0,240000.0,13.0294,77.5147
Bhattarahalli Lake,2023,September,7.6,9.0,88.0,520.0,160000.0,13.02479566,77.7086534
"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram ,",2023,September,6.5,4.0,41.0,302.0,92000.0,13.013439,77.36805
Yelemallappa Shetty Lake,2023,September,6.5,18.0,160.0,1090.0,16000.0,12.9714,77.6953
Benniganahalli Lake,2023,September,6.6,10.0,100.0,334.0,35000.0,12.99772381,77.66545556
Vengaiyyanakere( Kr Puram Lake ),2023,September,6.7,100.0,340.0,790.0,540000.0,13.01632597,77.6999225
Devasandra Lake,2023,September,7.0,12.0,112.0,300.0,160000.0,13.00543793,77.69382235
"Segehalli Lake Baavanapura Road Battarahalli , Bangalore",2023,September,7.0,7.0,76.0,440.0,92000.0,13.01009418,77.71324186
"Kannamangala Lake Hoskote Main Road , Bengalore",2023,September,7.2,13.0,120.0,928.0,54000.0,13.02935241,77.77426959
Kundalahalli Lake,2023,September,7.3,17.0,160.0,1090.0,16000.0,12.96854049,77.72057586
Jigani Tank,2023,September,7.3,6.0,52.0,646.0,16000.0,12.79585704,77.63284772
Parappana Agrahara Lake,2023,September,7.5,13.0,126.0,588.0,160000.0,12.8879,77.6591
Kodi Singasandra Lake,2023,September,7.1,12.0,121.0,350.0,9200.0,12.88226483,77.6455833
Begur Tank,2023,September,7.1,12.0,119.0,356.0,16000.0,12.8814,77.6325
Madiwala Tank,2023,September,7.1,12.0,123.0,736.0,35000.0,12.9734,77.3444
Arakere Lake,2023,September,7.4,11.0,113.0,584.0,160000.0,12.8765,77.5991
Puttenahalli Lake,2023,September,7.1,11.0,115.0,348.0,9200.0,12.8985,77.5849
Puttenahalli Lake,2023,September,7.1,11.0,115.0,348.0,9200.0,12.89072263,77.5871604
Mydala Tank,2023,September,6.9,4.0,40.0,202.0,5400.0,12.840482,77.339732
"Doddakallasandra Lake,Bengaluru",2023,September,7.6,11.0,110.0,538.0,24000.0,12.88228955,77.56127506
Mangamanapalya Lake(Swarana Kunte),2023,September,7.2,13.0,129.0,734.0,54000.0,12.90269634,7.639448243
Ibbalur Lake,2023,September,7.0,4.0,40.0,340.0,92000.0,12.922,77.666
Somasundrapalya Lake,2023,September,7.2,13.0,130.0,740.0,35000.0,12.89872064,77.64800365
Agaram Lake,2023,September,7.1,4.0,40.0,338.0,16000.0,12.921,77.641
Kalkere Tank,2023,September,7.8,11.0,110.0,570.0,24000.0,13.0435,77.5141
Rampura Lake,2023,September,6.5,30.0,200.0,1122.0,240000.0,13.04831239,77.69012069
Basavanapura Lake,2023,September,7.2,7.0,68.0,292.0,92000.0,12.84453538,77.58927218
Gottigere Lake,2023,September,7.4,9.0,88.0,458.0,160000.0,12.8552,77.5878
"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",2023,September,7.3,7.0,65.0,454.0,54000.0,12.86550272,77.56632056
Kothanuru Lake,2023,September,7.3,7.0,65.0,456.0,9200.0,12.87403308,77.58000279
Kalena Agrahara Lake,2023,September,7.4,8.0,72.0,466.0,35000.0,12.8624,77.5956
Kasavanahalli Lake,2023,September,7.5,4.0,46.0,522.0,54000.0,12.90544792,77.66897823
Sankey Tank,2023,September,6.7,4.0,40.0,348.0,5400.0,12.982,77.621
Kammasandra Lake,2023,September,6.9,9.0,108.0,1236.0,54000.0,12.962364,77.458411
Chandapura Lake,2023,September,6.8,29.0,196.0,1232.0,35000.0,12.80573568,77.70537996
Rayasandra Lake,2023,September,7.0,12.0,116.0,1140.0,92000.0,12.87037689,77.6779843
River Dakshina Pinakini Near Mugalur Bridge,2023,September,7.0,5.0,48.0,1240.0,54000.0,13.149369,77.339754
River Arkavathi At Tippagondanahalli Reservoir,2023,September,7.3,6.0,76.0,784.0,1600.0,12.966127,77.336189
Puttenahalli Lake,2023,September,7.5,7.0,76.0,434.0,5400.0,12.8985,77.5849
Puttenahalli Lake,2023,September,7.5,7.0,76.0,434.0,5400.0,12.89072263,77.5871604
Hebbal Lake,2023,September,7.4,8.0,80.0,414.0,16000.0,13.04697661,77.58600905
Nagavara Lake,2023,September,7.2,6.0,76.0,338.0,9200.0,13.0449046,77.60895858
Chelekere Lake,2023,September,7.3,7.0,80.0,370.0,54000.0,13.02641201,77.6449817
Singapura Lake,2023,September,7.0,5.0,64.0,370.0,35000.0,13.08266187,77.53568704
Narasipura Lake,2023,September,7.1,7.0,80.0,360.0,92000.0,13.07260237,77.55884035
Rachenahalli Lake,2023,September,8.1,6.0,74.0,296.0,24000.0,13.06365337,77.61270948
Kogilu Kere,2023,September,7.2,5.0,63.0,350.0,16000.0,13.11015107,77.61852742
Malathahalli Lake,2023,September,7.5,4.0,44.0,852.0,54000.0,12.96467512,77.49507669
Ullalu Lake,2023,September,6.9,16.0,118.0,492.0,35000.0,12.9609124,77.4804805
Allalasandra Lake,2023,September,8.0,12.0,112.0,342.0,240000.0,13.09078569,77.58580537
"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",2023,September,7.9,4.0,48.0,348.0,35000.0,12.902679,77.452549
Chinnappanahalli Lake,2023,September,8.1,5.0,46.0,370.0,24000.0,12.96611529,77.70675679
Varthur Lake,2023,September,6.8,7.0,68.0,524.0,350000.0,13.0287,77.6685
Sheelavanta-Whitefield Lake,2023,September,7.0,8.0,88.0,718.0,54000.0,12.96463102,77.74265937
Vibhuthipura Lake,2023,September,7.2,7.0,60.0,434.0,9200.0,12.9683535,77.67578051
Haralur Lake,2023,September,7.2,6.0,51.0,856.0,350000.0,12.89829,77.66142
Kaikondanahalli Lake,2023,September,7.2,5.0,46.0,874.0,92000.0,12.91627,77.737065
"Soulkere, Kaikondrahalli Vill,Bengaluru",2023,September,6.7,5.0,40.0,152.0,16000.0,12.91856038,77.68025593
Doddakannehalli Lake,2023,September,7.1,9.0,86.0,842.0,54000.0,12.91183624,77.6928301
Bellandur Lake,2023,September,6.8,129.0,434.0,704.0,24000000.0,13.0189,77.4912
Pattandur Agrahara Lake,2023,September,8.0,12.0,108.0,418.0,24000.0,12.97655779,77.74570003
Nallurahalli Lake,2023,September,7.8,6.0,72.0,352.0,92000.0,12.97468741,77.7354134
"Hoodi (Rajapalya Lake) Itpl Main Road, Near",2023,September,7.2,8.0,96.0,426.0,16000.0,12.98691787,77.72293635
Sadaramangala Lake,2023,September,8.5,17.0,120.0,378.0,35000.0,12.99966199,77.72775764
Garudacharpalya Tank,2023,September,8.2,7.0,88.0,666.0,9200.0,12.99262062,77.69630153
"Mahadevpura Lake, K. R. Puram , Bangalore East Taluka",2023,September,8.7,3.2,132.0,378.0,35000.0,12.844151,77.566037
Tubarahalli Tank,2023,September,7.5,8.0,96.0,682.0,92000.0,12.958187,77.725785
Veerapura Tank,2023,September,7.5,5.0,48.0,596.0,16000.0,13.050472,77.378444
Madhure Tank,2023,September,7.2,6.0,56.0,692.0,54000.0,12.988455,77.457543
Seetharampalya Lake,2023,September,8.2,8.0,92.0,668.0,54000.0,12.98248112,77.71330594
Gubbalal Lake,2023,September,6.5,4.0,40.0,220.0,1587877.775488827,12.88094395,77.54067908
Subramanyapura Tank,2023,September,7.5,4.0,46.0,454.0,1587877.775488827,12.89668663,77.54331633
Devarakere Tank,2023,September,6.5,4.0,42.0,194.0,1587877.775488827,12.89808367,77.5543472
Dhorekere Tank,2023,September,7.2,4.0,44.0,244.0,1587877.775488827,12.93017436,77.494945
Hosakerehalli Lake,2023,September,8.5,5.0,52.0,592.0,1587877.775488827,12.92636311,77.53384359
Uttarahalli Doraikere,2023,September,8.2,4.0,40.0,158.0,1587877.775488827,12.90305626,77.55084832
Hoskere Lake,2023,September,6.7,44.0,210.0,590.0,1587877.775488827,12.92672778,77.48054898
Sompura Lake,2023,September,8.4,4.0,48.0,1030.0,1587877.775488827,12.87447508,77.49860778
Chinnakurchi Kere,2023,September,8.5,4.0,46.0,864.0,1587877.775488827,12.82129367,77.46615876
Kannur Lake,2023,September,6.5,8.0,77.0,330.0,540000.0,12.93017436,77.494945
Singasandra Lake,2023,September,7.5,13.0,125.0,586.0,24000.0,12.8872,77.6493
Jakkur Lake,2023,September,8.1,13.0,128.0,378.0,160000.0,13.08770697,77.61004718
Yelahanka Lake,2023,September,7.3,5.0,56.0,514.0,3500.0,13.09078569,77.58580537
Kudlu Doddakere Village,2023,September,1.9,4.0,48.0,602.0,16000.0,13.0901,77.5925
Kudlu Chikkakere  Village,2023,September,8.1,4.0,44.0,604.0,9200.0,12.89668663,77.54331633
Devarabesanahalli Lake,2023,September,6.7,5.0,43.0,160.0,9200.0,12.89808367,77.5543472
Nayandanahalli Tank,2023,September,7.9,4.0,44.0,456.0,9200.0,12.96467512,77.49507669
Kammasandra Lake,2023,August,7.4,28.0,192.0,948.0,240000000.0,12.92672778,77.48054898
"Hanchanal Lake ,Hanchanal Vill,Bengaluru",2023,August,6.9,3.9,60.0,760.0,3200.0,12.89926437,77.56547215
Devarayasamudra Lake,2023,August,7.4,7.0,72.0,320.0,35000.0,12.91685922,77.48789417
"Mallapura Kere, Mallapura Vill, Nh-13, Hospet Road Chitradurga,Bengaluru",2023,August,7.8,28.2,44.0,968.0,2800.0,12.90305626,77.55084832
Mydala Tank,2023,August,7.0,4.0,40.0,170.0,16000.0,12.93017436,77.494945
Mulbagalu Lake,2023,August,7.9,20.0,136.0,824.0,92000.0,12.88376503,77.66439049
Haralur Lake,2023,August,8.2,17.0,117.0,660.0,54000.0,12.89829,77.66142
"Kudlu Doddakere, Kudlu Vill,Bengaluru",2023,August,8.5,10.0,99.0,480.0,240000.0,12.88376503,77.66439049
"Kudlu Chikkakere, Bgp Layout Kudlu Vill ,Bengaluru",2023,August,8.5,11.0,104.0,486.0,54000.0,12.89682592,77.6551178
Kaikondanahalli Lake,2023,August,8.5,9.0,88.0,522.0,35000.0,12.91627,77.737065
Kasavanahalli Lake,2023,August,7.5,8.0,74.0,432.0,92000.0,12.90544792,77.66897823
Parappana Agrahara Lake,2023,August,8.0,12.0,119.0,620.0,160000.0,12.8879,77.6591
Doddakannehalli Lake,2023,August,8.5,9.0,80.0,520.0,24000.0,12.91183624,77.6928301
Devarabeesanahalli Lake,2023,August,7.7,7.0,69.0,868.0,54000.0,12.9231047,77.68715487
"Soulkere, Kaikondrahalli Vill,Bengaluru",2023,August,7.5,8.0,73.0,864.0,92000.0,12.91856038,77.68025593
Basavanapura Lake,2023,August,7.8,5.0,64.0,208.0,54000.0,12.84453538,77.58927218
Kalena Agrahara Lake,2023,August,7.7,5.0,60.0,230.0,24000.0,12.8624,77.5956
Gottigere Lake,2023,August,7.7,5.0,68.0,556.0,35000.0,12.8552,77.5878
Arakere Lake,2023,August,7.8,5.0,48.0,224.0,16000.0,12.8765,77.5991
Begur Tank,2023,August,7.7,6.0,56.0,554.0,92000.0,12.8814,77.6325
Kodi Singasandra Lake,2023,August,7.7,4.0,44.0,682.0,16000.0,12.88226483,77.6455833
